Age,BusinessTravel,DailyRate,CostOfHiring,Department,Education,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlySalary,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
50,Travel_Rarely,939,16768,Research & Development,Bachelor,Life Sciences,Very High,Male,Manufacturing Director,High,Married,13973,3,Yes,Excellent,22,2,12,1,5,No
38,Travel_Frequently,1391,3221,Research & Development,Below College,Medical,High,Male,Research Scientist,High,Married,2684,0,No,Excellent,3,0,2,0,2,No
46,Travel_Rarely,566,13014,Research & Development,College,Medical,Very High,Male,Manufacturing Director,High,Divorced,10845,6,No,Excellent,13,3,8,0,7,No
24,Travel_Rarely,1206,5252,Research & Development,Below College,Medical,Very High,Female,Manufacturing Director,High,Divorced,4377,1,No,Excellent,5,6,4,3,2,No
35,Travel_Rarely,622,4492,Research & Development,Master,Other,High,Male,Laboratory Technician,Medium,Divorced,3743,1,Yes,Outstanding,5,2,4,0,2,Yes
31,Travel_Frequently,853,4978,Research & Development,Below College,Life Sciences,High,Female,Manufacturing Director,Low,Married,4148,1,No,Excellent,4,1,4,0,3,No
18,Non-Travel,287,1261,Research & Development,College,Life Sciences,Medium,Male,Research Scientist,Very High,Single,1051,1,No,Excellent,0,2,0,0,0,No
54,Travel_Rarely,1441,12887,Research & Development,Bachelor,Technical Degree,High,Female,Manufacturing Director,High,Married,10739,8,No,Excellent,22,2,10,0,8,No
35,Travel_Rarely,583,12466,Research & Development,Master,Medical,High,Female,Healthcare Representative,High,Divorced,10388,1,Yes,Excellent,16,3,16,10,1,No
30,Travel_Rarely,153,13699,Research & Development,College,Life Sciences,Medium,Female,Research Director,Low,Married,11416,0,Yes,Excellent,9,4,8,1,7,No
20,Travel_Rarely,1097,3120,Research & Development,Bachelor,Medical,Very High,Female,Research Scientist,Low,Single,2600,1,Yes,Excellent,1,2,1,0,0,Yes
30,Travel_Frequently,109,2906,Research & Development,Bachelor,Medical,Medium,Female,Laboratory Technician,Medium,Single,2422,0,No,Excellent,4,3,3,1,2,Yes
26,Travel_Rarely,1066,6566,Research & Development,College,Medical,Very High,Male,Manufacturing Director,Very High,Married,5472,1,No,Excellent,8,2,8,1,3,No
22,Travel_Rarely,217,2941,Research & Development,Below College,Life Sciences,Medium,Male,Laboratory Technician,Low,Married,2451,1,No,Excellent,4,3,4,1,1,No
48,Travel_Rarely,277,5088,Research & Development,Bachelor,Life Sciences,Low,Male,Healthcare Representative,High,Single,4240,2,No,Excellent,19,0,2,2,2,No
48,Travel_Rarely,1355,13199,Research & Development,Master,Life Sciences,High,Male,Healthcare Representative,High,Single,10999,7,No,Excellent,27,3,15,4,8,No
41,Travel_Rarely,549,6004,Research & Development,College,Medical,Very High,Female,Manufacturing Director,High,Single,5003,6,No,Excellent,8,6,2,2,1,No
39,Travel_Rarely,466,15290,Research & Development,Below College,Life Sciences,Very High,Female,Manufacturing Director,Very High,Married,12742,1,No,Excellent,21,3,21,11,8,No
27,Travel_Rarely,1055,5072,Research & Development,Master,Life Sciences,Low,Female,Manufacturing Director,Very High,Married,4227,0,No,Excellent,4,2,3,2,2,No
35,Travel_Rarely,802,4700,Research & Development,Bachelor,Other,Medium,Male,Laboratory Technician,Very High,Divorced,3917,1,No,Outstanding,3,4,3,1,2,No
42,Travel_Rarely,265,21964,Sales,College,Marketing,Very High,Male,Manager,High,Married,18303,6,No,Excellent,21,3,1,0,0,No
50,Travel_Rarely,804,2856,Research & Development,Bachelor,Life Sciences,Low,Male,Laboratory Technician,Very High,Married,2380,4,No,Excellent,8,5,1,0,0,No
59,Travel_Rarely,715,16471,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,Very High,Single,13726,3,Yes,Excellent,30,4,5,4,3,No
37,Travel_Rarely,1141,5732,Research & Development,College,Medical,Low,Female,Healthcare Representative,Medium,Married,4777,5,No,Excellent,15,2,1,0,0,Yes
55,Travel_Frequently,135,7662,Research & Development,Master,Medical,High,Male,Healthcare Representative,Medium,Married,6385,3,Yes,Excellent,17,3,8,6,7,No
41,Non-Travel,247,23968,Research & Development,Below College,Life Sciences,Medium,Female,Research Director,High,Divorced,19973,1,No,Outstanding,21,3,21,5,10,No
38,Travel_Rarely,1035,8233,Sales,Master,Life Sciences,Medium,Male,Sales Executive,Very High,Single,6861,8,Yes,Excellent,19,1,1,0,0,No
26,Non-Travel,265,5963,Sales,College,Medical,Medium,Male,Sales Executive,Low,Single,4969,8,No,Excellent,7,6,2,2,2,Yes
52,Travel_Rarely,266,23814,Sales,Below College,Marketing,Low,Female,Manager,Very High,Married,19845,1,No,Excellent,33,3,32,6,9,Yes
44,Travel_Rarely,1448,15984,Sales,Bachelor,Medical,Very High,Female,Sales Executive,Very High,Married,13320,3,Yes,Excellent,23,2,12,11,11,No
50,Non-Travel,145,7616,Sales,Bachelor,Life Sciences,Very High,Female,Sales Executive,High,Married,6347,0,No,Excellent,19,3,18,0,13,No
36,Travel_Rarely,885,3292,Research & Development,Master,Life Sciences,High,Female,Laboratory Technician,Low,Single,2743,1,No,Excellent,18,1,17,15,14,Yes
39,Travel_Frequently,945,13056,Research & Development,Bachelor,Medical,Very High,Female,Manufacturing Director,Low,Single,10880,1,Yes,Excellent,21,2,21,2,8,No
33,Non-Travel,1038,2810,Sales,Below College,Life Sciences,Medium,Female,Sales Representative,Very High,Single,2342,0,No,Excellent,3,2,2,2,2,No
45,Travel_Rarely,1234,21180,Sales,College,Life Sciences,Very High,Female,Manager,Very High,Married,17650,3,No,Excellent,26,4,9,1,1,No
32,Non-Travel,1109,4830,Research & Development,Master,Medical,Very High,Female,Laboratory Technician,High,Single,4025,9,No,Excellent,10,2,8,7,7,No
34,Travel_Rarely,216,11670,Sales,Master,Marketing,Medium,Male,Sales Executive,Very High,Divorced,9725,0,No,Excellent,16,2,15,0,9,No
59,Travel_Rarely,1089,14285,Sales,College,Technical Degree,Medium,Male,Manager,Very High,Married,11904,3,Yes,Excellent,14,1,6,0,4,No
45,Travel_Rarely,788,2612,Human Resources,Master,Medical,Medium,Male,Human Resources,Medium,Single,2177,1,No,Excellent,6,3,6,0,4,No
53,Travel_Frequently,124,9030,Sales,Bachelor,Marketing,High,Female,Sales Executive,Medium,Married,7525,2,No,Excellent,30,2,15,6,12,No
36,Travel_Rarely,660,5801,Research & Development,Bachelor,Other,Low,Male,Laboratory Technician,High,Divorced,4834,7,No,Excellent,9,3,1,0,0,Yes
26,Travel_Frequently,342,2450,Research & Development,Bachelor,Life Sciences,Low,Male,Research Scientist,Low,Married,2042,6,Yes,Excellent,6,2,3,1,2,Yes
34,Travel_Rarely,1333,2664,Sales,Master,Life Sciences,High,Female,Sales Representative,High,Married,2220,1,Yes,Excellent,1,2,1,0,0,No
28,Travel_Rarely,1144,1262,Sales,Below College,Medical,Very High,Male,Sales Representative,Medium,Married,1052,1,No,Outstanding,1,5,1,0,0,No
38,Travel_Frequently,1186,3385,Research & Development,Master,Other,High,Male,Research Scientist,High,Married,2821,3,No,Excellent,8,2,2,2,2,No
50,Travel_Rarely,1464,23084,Research & Development,Master,Medical,Medium,Male,Research Director,High,Married,19237,2,Yes,Excellent,29,2,8,7,7,No
37,Travel_Rarely,124,4928,Research & Development,Bachelor,Other,Very High,Female,Healthcare Representative,Medium,Single,4107,3,No,Excellent,8,3,4,0,1,No
40,Travel_Rarely,300,10075,Sales,Bachelor,Marketing,High,Male,Sales Executive,Low,Married,8396,1,No,Excellent,8,3,7,7,5,No
26,Travel_Frequently,921,2408,Research & Development,Below College,Medical,Low,Female,Research Scientist,High,Divorced,2007,1,No,Excellent,5,5,5,1,3,No
46,Travel_Rarely,430,23552,Research & Development,Master,Medical,Very High,Male,Research Director,Very High,Divorced,19627,9,No,Excellent,23,0,2,2,2,No
54,Travel_Rarely,1082,12823,Sales,Master,Life Sciences,High,Female,Sales Executive,High,Married,10686,6,No,Excellent,13,4,9,7,0,No
56,Travel_Frequently,1240,3530,Research & Development,Bachelor,Medical,Low,Female,Research Scientist,High,Married,2942,2,No,Excellent,18,4,5,0,3,No
36,Travel_Rarely,796,10630,Research & Development,Doctor,Medical,Very High,Female,Manufacturing Director,Very High,Single,8858,0,No,Excellent,15,2,14,7,8,No
55,Non-Travel,444,20107,Research & Development,Below College,Medical,High,Male,Manager,Low,Single,16756,7,No,Excellent,31,3,9,6,2,No
43,Travel_Rarely,415,12958,Sales,Bachelor,Medical,High,Male,Sales Executive,Very High,Divorced,10798,5,No,Excellent,18,5,1,0,0,No
20,Travel_Frequently,769,2788,Sales,Bachelor,Marketing,Very High,Female,Sales Representative,Very High,Single,2323,1,Yes,Excellent,2,3,2,0,2,Yes
21,Travel_Rarely,1334,1699,Research & Development,Bachelor,Life Sciences,High,Female,Laboratory Technician,Low,Single,1416,1,No,Excellent,1,6,1,1,0,Yes
46,Travel_Rarely,1003,5538,Research & Development,Master,Life Sciences,Very High,Female,Research Scientist,Low,Divorced,4615,8,Yes,Outstanding,19,2,16,1,7,No
51,Travel_Rarely,1323,2953,Research & Development,Master,Life Sciences,Low,Male,Research Scientist,High,Married,2461,9,Yes,Excellent,18,2,10,2,7,Yes
28,Non-Travel,1366,10466,Research & Development,College,Technical Degree,Medium,Male,Healthcare Representative,Low,Single,8722,1,No,Excellent,10,2,10,1,9,Yes
26,Travel_Rarely,192,4746,Research & Development,College,Medical,Low,Male,Laboratory Technician,Low,Married,3955,1,No,Excellent,6,2,5,1,3,No
30,Travel_Rarely,1176,11948,Research & Development,Bachelor,Other,High,Male,Manufacturing Director,Low,Married,9957,0,No,Excellent,7,1,6,0,2,No
41,Travel_Rarely,509,4051,Research & Development,College,Technical Degree,Medium,Female,Research Scientist,High,Married,3376,1,No,Excellent,10,3,10,0,8,No
38,Travel_Rarely,330,10588,Research & Development,Below College,Life Sciences,High,Female,Healthcare Representative,High,Married,8823,0,No,Excellent,20,4,19,1,9,No
40,Travel_Rarely,1492,12386,Research & Development,Master,Technical Degree,Low,Male,Healthcare Representative,Very High,Married,10322,4,No,Outstanding,14,6,11,11,1,No
27,Non-Travel,1277,5545,Research & Development,Doctor,Life Sciences,Low,Male,Laboratory Technician,High,Married,4621,1,No,Excellent,3,4,3,1,2,No
55,Travel_Frequently,1091,13171,Research & Development,Below College,Life Sciences,Very High,Male,Manufacturing Director,Medium,Married,10976,3,No,Excellent,23,4,3,1,2,No
28,Travel_Rarely,857,4392,Research & Development,Bachelor,Other,High,Female,Research Scientist,High,Single,3660,3,No,Excellent,10,4,8,1,7,No
44,Travel_Rarely,1376,12578,Human Resources,College,Medical,Medium,Male,Human Resources,Low,Married,10482,9,No,Excellent,24,1,20,3,6,Yes
33,Travel_Rarely,654,8543,Research & Development,Bachelor,Life Sciences,Very High,Male,Healthcare Representative,Very High,Divorced,7119,4,No,Excellent,9,2,3,1,2,No
35,Travel_Rarely,1204,11498,Sales,Bachelor,Technical Degree,Very High,Male,Sales Executive,Low,Single,9582,0,Yes,Outstanding,9,2,8,4,7,Yes
33,Travel_Frequently,827,5410,Research & Development,Master,Medical,Low,Female,Research Scientist,High,Single,4508,1,No,Outstanding,14,4,13,3,8,Yes
28,Travel_Rarely,895,2648,Research & Development,College,Life Sciences,Low,Male,Laboratory Technician,High,Divorced,2207,1,No,Excellent,4,5,4,2,2,No
34,Travel_Frequently,618,9307,Research & Development,Below College,Life Sciences,Low,Male,Healthcare Representative,Very High,Single,7756,0,No,Excellent,7,1,6,0,4,No
37,Travel_Rarely,309,8033,Sales,Master,Life Sciences,Very High,Female,Sales Executive,Very High,Divorced,6694,2,Yes,Excellent,8,5,1,0,0,No
25,Travel_Rarely,1219,4429,Research & Development,Below College,Technical Degree,Very High,Male,Laboratory Technician,Very High,Married,3691,1,Yes,Excellent,7,3,7,5,6,Yes
26,Travel_Rarely,1330,2852,Research & Development,Bachelor,Medical,Low,Male,Laboratory Technician,High,Divorced,2377,1,No,Outstanding,1,0,1,0,0,Yes
33,Travel_Rarely,1017,2776,Research & Development,Bachelor,Medical,Low,Male,Research Scientist,Medium,Single,2313,4,Yes,Outstanding,5,0,2,2,2,Yes
42,Travel_Rarely,469,21198,Research & Development,College,Medical,Very High,Male,Manager,Low,Married,17665,0,No,Excellent,23,3,22,13,7,No
28,Travel_Frequently,1009,3115,Research & Development,Bachelor,Medical,Low,Male,Laboratory Technician,Medium,Divorced,2596,1,No,Excellent,1,2,1,0,0,Yes
50,Travel_Frequently,959,5674,Sales,Master,Other,Very High,Male,Sales Executive,High,Single,4728,3,Yes,Excellent,5,4,0,0,0,Yes
33,Travel_Frequently,970,5162,Sales,Bachelor,Life Sciences,Very High,Female,Sales Executive,Medium,Married,4302,0,No,Excellent,4,3,3,0,2,No
34,Non-Travel,697,3575,Research & Development,Master,Life Sciences,High,Male,Research Scientist,Very High,Married,2979,3,No,Excellent,6,2,0,0,0,No
48,Non-Travel,1262,20262,Research & Development,Master,Medical,Low,Male,Manager,Very High,Single,16885,2,No,Outstanding,27,3,5,2,1,No
45,Non-Travel,1050,6712,Sales,Master,Life Sciences,Medium,Female,Sales Executive,High,Married,5593,1,No,Excellent,15,2,15,4,12,No
52,Travel_Rarely,994,12534,Research & Development,Master,Life Sciences,Medium,Male,Healthcare Representative,Medium,Single,10445,7,No,Excellent,18,4,8,4,0,No
38,Travel_Rarely,770,10488,Sales,Master,Marketing,High,Male,Sales Executive,High,Divorced,8740,0,Yes,Excellent,9,2,8,2,7,No
29,Travel_Rarely,1107,3017,Research & Development,Master,Life Sciences,High,Female,Research Scientist,Very High,Divorced,2514,4,No,Outstanding,11,1,7,1,7,No
28,Travel_Rarely,950,9186,Research & Development,Bachelor,Medical,Very High,Female,Manufacturing Director,Medium,Divorced,7655,0,No,Excellent,10,3,9,1,7,No
46,Travel_Rarely,406,20958,Sales,Below College,Marketing,Low,Male,Manager,High,Married,17465,3,No,Excellent,23,3,12,4,9,No
38,Travel_Rarely,130,8821,Sales,College,Marketing,Very High,Male,Sales Executive,Medium,Single,7351,7,No,Excellent,10,2,1,0,0,No
43,Travel_Frequently,1082,12984,Research & Development,Bachelor,Life Sciences,High,Female,Manufacturing Director,Low,Married,10820,8,No,Excellent,18,1,8,0,1,No
39,Travel_Frequently,203,14603,Research & Development,Bachelor,Life Sciences,Low,Male,Healthcare Representative,Very High,Divorced,12169,7,No,Excellent,21,4,18,11,5,Yes
40,Travel_Rarely,1308,23551,Research & Development,Bachelor,Medical,High,Male,Research Director,High,Single,19626,1,No,Excellent,21,2,20,4,9,No
21,Travel_Rarely,984,2484,Research & Development,Below College,Technical Degree,Very High,Female,Research Scientist,Medium,Single,2070,1,Yes,Excellent,2,6,2,2,2,No
39,Non-Travel,439,8138,Research & Development,Bachelor,Life Sciences,High,Male,Laboratory Technician,Medium,Single,6782,9,No,Excellent,9,2,5,0,3,No
36,Non-Travel,217,9335,Research & Development,Master,Life Sciences,Low,Male,Manufacturing Director,Very High,Single,7779,2,No,Outstanding,18,0,11,0,9,No
31,Travel_Frequently,793,3349,Sales,Bachelor,Life Sciences,High,Male,Sales Representative,Very High,Married,2791,0,No,Excellent,3,4,2,2,2,No
28,Travel_Rarely,1451,3841,Research & Development,Below College,Life Sciences,Low,Male,Research Scientist,Medium,Married,3201,0,No,Excellent,6,2,5,0,4,No
35,Travel_Frequently,1182,5962,Sales,College,Marketing,Very High,Male,Sales Executive,Very High,Divorced,4968,1,No,Excellent,5,3,5,0,2,No
49,Travel_Rarely,174,15744,Sales,Master,Technical Degree,Very High,Male,Sales Executive,Medium,Married,13120,6,No,Excellent,22,3,9,2,3,No
34,Travel_Frequently,1003,4840,Research & Development,College,Life Sciences,Very High,Male,Manufacturing Director,High,Single,4033,2,No,Excellent,5,3,3,0,2,No
29,Travel_Frequently,490,3949,Research & Development,Bachelor,Life Sciences,Very High,Female,Research Scientist,Medium,Divorced,3291,0,No,Excellent,8,2,7,1,1,No
42,Travel_Rarely,188,5126,Research & Development,Bachelor,Medical,Medium,Male,Laboratory Technician,Very High,Single,4272,4,No,Excellent,16,3,1,0,0,No
29,Travel_Rarely,718,6067,Research & Development,Below College,Medical,Medium,Male,Manufacturing Director,Very High,Married,5056,1,Yes,Excellent,10,2,10,1,2,No
38,Travel_Rarely,433,3413,Human Resources,Bachelor,Human Resources,High,Male,Human Resources,High,Married,2844,1,No,Excellent,7,2,7,5,0,No
28,Travel_Frequently,773,3244,Research & Development,Bachelor,Life Sciences,High,Male,Research Scientist,High,Divorced,2703,1,Yes,Excellent,3,2,3,0,2,No
18,Non-Travel,247,2285,Research & Development,Below College,Medical,High,Male,Laboratory Technician,High,Single,1904,1,No,Excellent,0,0,0,0,0,Yes
33,Travel_Rarely,603,9869,Sales,Master,Marketing,Low,Female,Sales Executive,Low,Single,8224,0,Yes,Excellent,6,3,5,0,3,Yes
41,Travel_Rarely,167,5719,Research & Development,Master,Life Sciences,Medium,Male,Laboratory Technician,Very High,Married,4766,3,Yes,Excellent,6,4,1,0,0,No
31,Travel_Frequently,874,3132,Research & Development,Bachelor,Medical,High,Male,Laboratory Technician,High,Married,2610,1,No,Excellent,2,5,2,2,2,Yes
37,Travel_Rarely,367,6877,Research & Development,College,Medical,High,Female,Healthcare Representative,Very High,Divorced,5731,7,No,Excellent,9,2,6,1,3,No
27,Travel_Rarely,199,3047,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,High,Married,2539,1,No,Excellent,4,0,4,2,2,No
34,Travel_Rarely,1400,6857,Sales,Below College,Life Sciences,Medium,Female,Sales Executive,High,Married,5714,1,No,Outstanding,6,3,6,1,3,No
35,Travel_Rarely,528,5188,Human Resources,Master,Technical Degree,High,Male,Human Resources,High,Single,4323,1,No,Excellent,6,2,5,1,4,No
29,Travel_Rarely,408,8803,Sales,Below College,Life Sciences,Very High,Female,Sales Executive,Low,Married,7336,1,No,Excellent,11,3,11,3,10,Yes
40,Travel_Frequently,593,16199,Research & Development,Master,Medical,Medium,Female,Research Director,High,Single,13499,9,No,Excellent,20,3,18,2,13,No
42,Travel_Frequently,481,16510,Sales,Bachelor,Life Sciences,High,Male,Sales Executive,Low,Single,13758,0,Yes,Excellent,22,2,21,13,14,Yes
42,Travel_Rarely,647,6186,Sales,Master,Marketing,Medium,Male,Sales Executive,Low,Single,5155,7,No,Excellent,9,3,6,1,5,No
35,Travel_Rarely,982,2710,Research & Development,Master,Medical,Very High,Male,Laboratory Technician,High,Married,2258,6,No,Excellent,10,2,8,1,7,No
24,Travel_Rarely,477,4316,Research & Development,Bachelor,Medical,Very High,Male,Laboratory Technician,Medium,Single,3597,8,No,Outstanding,6,2,4,1,2,No
28,Travel_Rarely,1485,3018,Research & Development,Below College,Life Sciences,High,Female,Laboratory Technician,Very High,Married,2515,1,Yes,Excellent,1,4,1,0,0,Yes
26,Travel_Rarely,1384,5304,Research & Development,Master,Medical,Low,Male,Laboratory Technician,Very High,Married,4420,1,No,Outstanding,8,2,8,0,7,No
30,Travel_Rarely,852,7894,Sales,Bachelor,Marketing,High,Male,Sales Executive,High,Married,6578,1,No,Excellent,10,3,10,1,4,No
40,Travel_Frequently,902,5306,Research & Development,College,Medical,High,Female,Research Scientist,Very High,Married,4422,3,Yes,Excellent,16,3,1,0,0,No
35,Travel_Rarely,819,12329,Research & Development,Bachelor,Life Sciences,High,Male,Manufacturing Director,Medium,Divorced,10274,2,No,Excellent,15,2,7,6,4,No
34,Travel_Frequently,669,6412,Research & Development,Bachelor,Medical,Very High,Male,Healthcare Representative,Low,Single,5343,0,No,Outstanding,14,3,13,4,9,No
35,Travel_Frequently,636,2851,Research & Development,Master,Other,Very High,Male,Laboratory Technician,Very High,Married,2376,1,No,Excellent,2,2,2,2,2,No
43,Travel_Rarely,1372,6415,Sales,Bachelor,Marketing,Low,Female,Sales Executive,High,Single,5346,8,No,Excellent,7,2,4,1,3,Yes
32,Non-Travel,862,3392,Sales,Below College,Life Sciences,High,Female,Sales Representative,Low,Divorced,2827,1,No,Excellent,1,3,1,0,0,No
56,Travel_Rarely,718,23932,Research & Development,Master,Technical Degree,Very High,Female,Manager,Low,Divorced,19943,4,No,Excellent,28,2,5,4,2,No
29,Travel_Rarely,1401,3757,Research & Development,Below College,Medical,Medium,Female,Laboratory Technician,Very High,Married,3131,1,No,Excellent,10,5,10,0,8,No
19,Travel_Rarely,645,3062,Research & Development,College,Life Sciences,High,Male,Research Scientist,Low,Single,2552,1,No,Outstanding,1,4,1,0,0,No
45,Travel_Rarely,1457,5372,Research & Development,Bachelor,Medical,Low,Female,Research Scientist,High,Married,4477,4,Yes,Excellent,7,2,3,0,2,No
37,Travel_Rarely,977,7769,Research & Development,Bachelor,Life Sciences,Very High,Female,Manufacturing Director,Very High,Married,6474,1,No,Excellent,14,2,14,3,11,No
20,Travel_Rarely,805,3640,Research & Development,Bachelor,Life Sciences,Low,Male,Laboratory Technician,High,Single,3033,1,No,Excellent,2,2,2,1,2,No
44,Travel_Rarely,1097,3523,Research & Development,Master,Life Sciences,High,Male,Research Scientist,High,Single,2936,1,Yes,Excellent,6,4,6,0,2,Yes
53,Travel_Rarely,1223,22327,Research & Development,College,Medical,Very High,Female,Manager,High,Divorced,18606,3,No,Excellent,26,6,7,4,7,No
29,Travel_Rarely,942,2602,Research & Development,Below College,Life Sciences,Medium,Female,Research Scientist,Very High,Married,2168,0,Yes,Excellent,6,2,5,1,3,No
22,Travel_Frequently,1256,3424,Research & Development,Master,Life Sciences,High,Male,Research Scientist,Very High,Married,2853,0,Yes,Excellent,1,5,0,0,0,Yes
46,Travel_Rarely,1402,20458,Sales,Bachelor,Marketing,High,Female,Manager,Low,Married,17048,8,No,Outstanding,28,2,26,15,9,No
44,Non-Travel,111,2748,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Scientist,High,Single,2290,2,No,Excellent,6,3,0,0,0,No
33,Travel_Rarely,147,4320,Human Resources,Bachelor,Human Resources,Medium,Male,Human Resources,High,Married,3600,1,No,Excellent,5,2,5,1,4,No
41,Non-Travel,906,2528,Research & Development,College,Life Sciences,Low,Male,Research Scientist,Low,Divorced,2107,6,No,Excellent,5,2,1,0,0,Yes
30,Travel_Rarely,1329,4938,Sales,Master,Life Sciences,High,Male,Sales Executive,Low,Divorced,4115,8,No,Excellent,8,3,4,0,3,No
40,Travel_Frequently,1184,5192,Sales,Master,Medical,Medium,Male,Sales Executive,Medium,Married,4327,5,No,Excellent,5,2,0,0,0,No
50,Travel_Frequently,1421,21427,Research & Development,Bachelor,Medical,Very High,Female,Manager,Low,Married,17856,2,No,Outstanding,32,3,2,2,2,No
28,Travel_Rarely,1179,3835,Research & Development,Master,Medical,Very High,Male,Laboratory Technician,Low,Married,3196,1,No,Excellent,6,2,6,3,3,No
46,Travel_Rarely,1450,22897,Research & Development,College,Life Sciences,Very High,Male,Research Director,Medium,Married,19081,5,No,Excellent,25,2,4,0,3,No
35,Travel_Rarely,1361,10759,Sales,Master,Life Sciences,High,Male,Sales Executive,Low,Married,8966,3,Yes,Excellent,15,2,7,1,7,No
24,Travel_Rarely,984,2652,Research & Development,College,Life Sciences,Very High,Female,Laboratory Technician,Medium,Married,2210,1,No,Excellent,1,3,1,0,0,Yes
33,Travel_Frequently,1146,5447,Sales,Bachelor,Medical,Medium,Female,Sales Executive,High,Married,4539,1,No,Excellent,10,3,10,0,1,No
36,Travel_Rarely,917,3289,Research & Development,Master,Life Sciences,High,Male,Laboratory Technician,High,Divorced,2741,1,No,Excellent,7,4,7,1,7,No
30,Travel_Rarely,853,4189,Research & Development,Master,Life Sciences,High,Male,Laboratory Technician,High,Divorced,3491,1,No,Excellent,10,4,10,8,9,No
44,Travel_Rarely,200,5449,Research & Development,Master,Other,Very High,Male,Research Scientist,Very High,Single,4541,1,No,Outstanding,20,3,20,13,17,No
20,Travel_Rarely,654,3214,Sales,Bachelor,Marketing,High,Male,Sales Representative,Very High,Single,2678,1,No,Excellent,2,2,2,2,2,No
46,Travel_Rarely,150,8855,Research & Development,Master,Technical Degree,Very High,Male,Manufacturing Director,Very High,Divorced,7379,2,No,Excellent,12,3,6,1,4,No
42,Non-Travel,179,7526,Human Resources,Doctor,Medical,Very High,Male,Human Resources,Low,Married,6272,7,No,Excellent,10,3,4,0,3,No
60,Travel_Rarely,696,6264,Sales,Master,Marketing,Medium,Male,Sales Executive,Very High,Divorced,5220,0,Yes,Excellent,12,3,11,1,9,No
32,Travel_Frequently,116,3292,Research & Development,Bachelor,Other,High,Female,Laboratory Technician,Medium,Married,2743,1,No,Outstanding,2,2,2,2,2,No
32,Travel_Frequently,1316,5998,Research & Development,College,Life Sciences,Very High,Female,Research Scientist,High,Single,4998,4,Yes,Excellent,10,2,8,0,7,No
36,Travel_Rarely,363,12302,Research & Development,Bachelor,Technical Degree,High,Female,Manufacturing Director,Low,Divorced,10252,2,Yes,Outstanding,17,2,7,7,7,No
33,Travel_Rarely,117,3337,Research & Development,Bachelor,Medical,Low,Male,Research Scientist,Very High,Married,2781,0,No,Excellent,15,5,14,4,10,No
40,Travel_Rarely,107,8222,Sales,Bachelor,Technical Degree,Medium,Female,Sales Executive,Medium,Divorced,6852,7,No,Excellent,7,2,5,1,3,No
25,Travel_Rarely,1356,5940,Sales,Master,Life Sciences,High,Male,Sales Executive,Very High,Single,4950,0,No,Excellent,5,4,4,1,1,No
30,Travel_Rarely,1465,4295,Research & Development,Bachelor,Medical,Very High,Male,Research Scientist,Medium,Married,3579,0,Yes,Outstanding,12,2,11,5,7,No
42,Travel_Frequently,458,15829,Research & Development,Doctor,Medical,Low,Female,Research Director,Low,Married,13191,3,Yes,Excellent,20,6,1,0,0,No
35,Non-Travel,1212,12452,Sales,College,Marketing,High,Female,Sales Executive,Very High,Married,10377,4,Yes,Excellent,16,6,13,4,12,No
27,Travel_Rarely,1103,2682,Research & Development,Bachelor,Life Sciences,Low,Male,Research Scientist,Low,Married,2235,1,Yes,Excellent,9,3,9,6,8,No
54,Travel_Frequently,966,12602,Research & Development,Master,Life Sciences,Very High,Female,Manufacturing Director,High,Divorced,10502,7,No,Excellent,33,2,5,1,4,No
44,Travel_Rarely,1117,2413,Research & Development,Below College,Life Sciences,Low,Female,Research Scientist,Very High,Married,2011,1,No,Excellent,10,5,10,7,7,No
19,Non-Travel,504,2231,Research & Development,Bachelor,Medical,Low,Female,Research Scientist,Medium,Single,1859,1,Yes,Outstanding,1,2,1,0,0,Yes
29,Travel_Rarely,1010,4512,Research & Development,Bachelor,Life Sciences,Low,Female,Research Scientist,Very High,Divorced,3760,1,No,Excellent,3,5,3,1,2,No
54,Travel_Rarely,685,21335,Research & Development,Bachelor,Life Sciences,Very High,Male,Research Director,Very High,Married,17779,3,No,Excellent,36,2,10,0,9,No
31,Travel_Rarely,1332,8200,Research & Development,College,Medical,High,Male,Healthcare Representative,Low,Married,6833,1,Yes,Excellent,6,2,6,0,1,No
31,Travel_Rarely,1062,8174,Research & Development,Bachelor,Medical,High,Female,Healthcare Representative,Low,Single,6812,1,No,Excellent,10,2,10,1,8,No
59,Travel_Rarely,326,6205,Sales,Bachelor,Life Sciences,High,Female,Sales Executive,Very High,Single,5171,5,No,Excellent,13,2,6,0,5,No
43,Travel_Rarely,920,23688,Research & Development,Bachelor,Life Sciences,High,Male,Research Director,Very High,Married,19740,3,No,Excellent,25,2,8,0,7,No
49,Travel_Rarely,1098,22453,Research & Development,College,Medical,Low,Male,Manager,High,Married,18711,2,No,Excellent,23,2,1,0,0,No
36,Travel_Frequently,469,4430,Research & Development,Bachelor,Technical Degree,High,Male,Research Scientist,Medium,Married,3692,1,No,Excellent,12,2,11,0,7,No
